year,age_gp,sex,race,edclass,tmort,lvdcmort,hlvdcmort,dmmort,ihdmort,istrmort,hyphdmort,audmort,uijmort,mvaccmort,ijmort,restmort
2006,55,2,"3-Hisp","LEHS",2309.938,94.90909,50.79365,177.5,270.2857,12,29.78378,11.78571,39.65217,45.71429,7.636364,1570.05
2006,55,2,"3-Hisp","SomeC",477.7069,16.87273,12.19048,30.42857,49.14286,4,5.135135,2.142857,5.217391,8.126985,3.272727,341.0939
2006,55,2,"3-Hisp","College",214.3557,4.218182,1.015873,5.071429,24.57143,1,3.081081,1.071429,3.130435,10.15873,1.090909,159.8559
2006,55,2,"4-Others","LEHS",902.2817,28.66667,6.461538,45.38889,92.8,3.75,8.615385,7,14.2381,22.5625,6.8,665.9689
2006,55,2,"4-Others","SomeC",313.1448,12.28571,5.384615,20.05556,32,1.25,3.230769,1,5.476191,8.3125,3.4,220.9325
2006,55,2,"4-Others","College",389.5734,2.047619,2.153846,10.55556,19.2,0,2.153846,1,3.285714,7.125,6.8,335.0986
2006,60,1,"1-WNH","LEHS",41610.14,1053.42,161.2033,1585.918,8625.825,184.3881,444.5116,360.4083,738.6958,591.0289,650.9869,27211.55
2006,60,1,"1-WNH","SomeC",12717.68,276.9948,63.40664,523.0819,2630.391,45.56717,166.1524,113.2401,222.8824,194.1801,226.5223,8255.26
2006,60,1,"1-WNH","College",12800.19,289.5855,34.39004,397.0004,2485.783,54.04478,182.3361,102.3516,301.4218,204.791,334.4908,8416.193
2006,60,1,"2-BNH","LEHS",10048.5,123.9032,53.45454,519.3126,1841.509,68.09303,312.0087,95.12245,137.3459,114.8951,32.09302,6752.952
2006,60,1,"2-BNH","SomeC",1774.181,30.16774,10.90909,88.55647,374.1754,17.86047,55.67442,16.85714,24.7673,28.18182,3.209302,1122.318
2006,60,1,"2-BNH","College",1086.324,12.92903,7.636364,60.13093,202.3158,10.04651,31.31686,6.020408,16.88679,11.92308,10.69767,715.73
2006,60,1,"3-Hisp","LEHS",4103.495,233.4866,48,258.1111,814.3717,19,64.54794,43.16667,71.20213,89.2653,41.83636,2420.945
2006,60,1,"3-Hisp","SomeC",549.4175,28.65517,9,29.58586,105.5861,3,7.287671,5.833333,16.51064,8.816326,13.94545,321.209
2006,60,1,"3-Hisp","College",379.0877,14.85824,3,15.30303,70.04224,2,4.164383,0,9.287234,9.918367,3.218182,246.8455
2006,60,1,"4-Others","LEHS",1371.478,46.07143,6.461538,73.6,287.7692,6.666667,11.07692,14.92857,31.16981,33.6383,11.92308,848.161
2006,60,1,"4-Others","SomeC",435.2858,9.642858,3.230769,30.93333,88.11539,1.111111,9.846154,2.714286,6.679245,5.425532,4.769231,272.9713
2006,60,1,"4-Others","College",738.2359,19.28572,4.307693,39.46667,146.1154,2.222222,11.07692,1.357143,21.15094,11.93617,14.30769,466.8677
2006,60,2,"1-WNH","LEHS",30276.22,481.0924,72.08036,1120.386,3878.807,108.5786,245.9032,92.04794,381.3583,300.9261,207.7714,23386.84
2006,60,2,"1-WNH","SomeC",9145.33,175.4202,29.25,307.6598,989.1272,38.62893,86.22581,32.06165,102.1872,107.9979,86.04675,7190.771
2006,60,2,"1-WNH","College",6577.445,93.4874,15.66964,145.9546,589.0662,18.79245,63.87097,26.89041,107.4545,88.07595,110.1818,5318.394
2006,60,2,"2-BNH","LEHS",6632.136,70.19355,25.15625,455.9983,990.4177,49.40351,156.2808,14.4,63.33333,49.67742,7.090909,4749.323
2006,60,2,"2-BNH","SomeC",1834.837,23.03226,5.46875,113.1986,261.9814,11.22807,41.00985,1.2,12.22222,14.67742,4.727273,1346.205
2006,60,2,"2-BNH","College",1032.028,8.774194,4.375,59.80305,124.6009,3.368421,27.70936,2.4,14.44444,5.645161,1.181818,780.4718
2006,60,2,"3-Hisp","LEHS",2868.186,84.69388,39.95122,239.7665,396.439,12,36.81818,9,33.84615,41.87234,10.83333,1962.652
2006,60,2,"3-Hisp","SomeC",362.2325,9.183674,1.02439,13.15175,43.02439,0,4.090909,3,5.128205,5.106383,2.166667,276.5741
2006,60,2,"3-Hisp","College",201.5814,6.122449,1.02439,7.081712,22.53658,0,4.090909,0,1.025641,1.021277,0,158.774
2006,60,2,"4-Others","LEHS",1105.986,23.29412,10.90909,79.12844,145.6082,7.7,12.83333,3,20.16,23.4,6.5,774.3641
2006,60,2,"4-Others","SomeC",317.6655,8.470589,1.090909,18.99083,35.29897,2.2,3.5,0,1.12,7.8,1.083333,237.7803
2006,60,2,"4-Others","College",380.3486,4.235294,0,16.88073,33.09278,1.1,4.666667,0,6.72,7.8,5.416667,299.8557
2006,65,1,"1-WNH","LEHS",51025.32,844.4164,77.05264,1842.637,10199.53,268.9972,429.9328,245.0363,789.9334,509.83,580.0195,35235.5
2006,65,1,"1-WNH","SomeC",12856.92,222.5511,24.61403,448.3785,2569.386,56.68524,111.3024,56.54683,237.8294,121.8462,165.7199,8841.879
2006,65,1,"1-WNH","College",13173.75,214.0324,20.33333,392.9844,2350.087,44.31755,140.7648,65.41692,279.2372,160.3239,220.2606,9288.62
2006,65,1,"2-BNH","LEHS",10639.1,109.3534,31.79487,530.1115,2033.281,86.74509,287.4593,65.33334,147.6561,64.86207,26.55172,7256.057
2006,65,1,"2-BNH","SomeC",1578.691,18.40602,6.153846,89.44267,294.4901,13.17647,41.39414,2.333333,14.32484,17.06897,1.206897,1080.125
2006,65,1,"2-BNH","College",984.2051,16.2406,2.051282,65.44586,173.2294,12.07843,24.14658,2.333333,11.01911,17.06897,7.241379,653.8182
2006,65,1,"3-Hisp","LEHS",4549.681,173.2775,35.65854,343.6684,927.3794,28.63636,68.33334,32.64706,85.6,71.52702,23.82143,2759.214
2006,65,1,"3-Hisp","SomeC",576.0926,16.50262,6.292683,30.86842,120.1967,3.181818,9.461538,2.176471,12.84,5.337838,3.107143,366.1026
2006,65,1,"3-Hisp","College",379.2264,7.219895,1.04878,16.46316,69.42393,3.181818,4.205128,2.176471,8.56,2.135135,2.071429,262.6837
2006,65,1,"4-Others","LEHS",1640.177,33.65854,6,80.92248,339.546,17.92,23.88889,13.57143,32.29546,17.94444,19.8,1055.722
2006,65,1,"4-Others","SomeC",464.4071,8.97561,2,23.27907,109.0595,3.36,8.361111,2.714286,4.454545,7.388889,2.2,293.0168
2006,65,1,"4-Others","College",853.4163,3.365854,3,38.79845,175.3946,6.72,10.75,2.714286,12.25,12.66667,11,575.2609
2006,65,2,"1-WNH","LEHS",40027.42,515.5071,69.40206,1440.792,5386.888,218.5185,316.6099,56.08989,468.3436,266.9271,120.5556,31165.29
2006,65,2,"1-WNH","SomeC",9505.74,122.8886,20.41237,328.2032,1012.919,55.72222,61.65012,25.88764,125.6012,75.80729,46.1256,7631.482
2006,65,2,"1-WNH","College",6658.838,90.60429,9.185567,161.0053,613.1927,20.75926,63.73995,14.02247,100.0552,67.26563,50.31884,5470.225
2006,65,2,"2-BNH","LEHS",8024.031,41.54386,28.16667,583.0863,1294.699,54.75,154.7937,12.5,84.96429,31.82927,4,5733.349
2006,65,2,"2-BNH","SomeC",1711.663,17.96491,9.75,123.9463,262.8336,9.661765,38.13757,1.25,21.78572,8.780488,0,1217.683
2006,65,2,"2-BNH","College",991.3063,4.491228,1.083333,54.96747,125.4679,8.588235,19.06878,1.25,15.25,4.390244,0,756.9677
2006,65,2,"3-Hisp","LEHS",3442.925,114.8226,31.55882,315.2991,514.916,24.88889,45.63265,4,37,40.625,6.857143,2307.152
2006,65,2,"3-Hisp","SomeC",383.2321,8.129032,3.264706,25.42735,54.36364,3.111111,4.244898,1,5,5.208333,1.142857,272.4578
2006,65,2,"3-Hisp","College",218.843,3.048387,2.176471,16.2735,28.72041,0,2.122449,1,1,4.166667,0,160.3902
2006,65,2,"4-Others","LEHS",1520.461,27.44444,10.76923,93.84375,226.825,17,18.75,1,23.25,18.30769,6.857143,1076.136
2006,65,2,"4-Others","SomeC",317.9631,6.333333,2.153846,22.6875,36.55,2,2.5,0,3.321429,3.230769,0,238.1961
2006,65,2,"4-Others","College",359.5757,4.222222,1.076923,15.46875,37.625,2,3.75,1,4.428571,6.461538,5.142857,279.6678
2006,70,1,"1-WNH","LEHS",63386.64,704.1398,59.375,2127.563,12594.9,384.2642,419.5633,157.2627,900.954,452.3589,516.2023,45069.91
2006,70,1,"1-WNH","SomeC",14953.97,161.1256,23.95833,520.1637,3029.246,91.44254,111.5974,31.24424,208.3983,88.55138,140.0225,10547.74
2006,70,1,"1-WNH","College",17659.39,242.7346,16.66667,498.273,3208.857,123.2933,129.8393,37.49309,333.6477,113.0897,180.7753,12775.35
2006,70,1,"2-BNH","LEHS",11279.4,58.70769,13,584.6476,2196.764,89.32039,249.8524,44.59459,125.8926,56.17391,21.75,7839.204
2006,70,1,"2-BNH","SomeC",1653.559,8.861539,3,73.88403,321.7981,16.74757,30.38745,2.702703,26.73825,9.913043,4.142857,1154.982
2006,70,1,"2-BNH","College",1130.043,4.430769,2,52.46837,213.4375,8.932039,24.76015,2.702703,13.36913,9.913043,3.107143,794.8143
2006,70,1,"3-Hisp","LEHS",5192.386,136.0685,23,368.9492,1086.837,50.68966,53.46774,17.64706,73.92857,54.76667,24.92308,3302.256
2006,70,1,"3-Hisp","SomeC",619.3804,10.54795,2,42.13626,127.74,5.172414,7.33871,1.176471,8.571428,6.2,2.076923,406.2877
2006,70,1,"3-Hisp","College",463.2341,7.383562,1,33.91455,98.42265,4.137931,4.193548,1.176471,7.5,1.033333,0,304.456
2006,70,1,"4-Others","LEHS",1860.353,24.27778,3,78.69853,349.5905,21,23.33333,9.6,33.19149,21.33333,7.636364,1289.27
2006,70,1,"4-Others","SomeC",424.2342,6.333333,2,21.46324,84.61426,6,9.074074,1.2,6.638298,4.266667,1.090909,281.9606
2006,70,1,"4-Others","College",821.4125,7.388889,6,38.83823,174.7952,6,2.592592,1.2,12.17021,6.4,3.272727,561.7689
2006,70,2,"1-WNH","LEHS",58370.91,615.8191,73.28156,1999.27,8356.387,386.7647,409.4737,50.70422,756.5408,290.9717,91.20438,45338.09
2006,70,2,"1-WNH","SomeC",11718.35,124.8424,24.78641,331.8204,1486.694,86.63529,77.89474,20.07042,169.6422,90.66509,25.75183,9280.578
2006,70,2,"1-WNH","College",8137.743,71.3385,12.93204,213.9094,922.9193,52.6,52.63158,4.225352,133.8171,65.3632,30.0438,6579.327
2006,70,2,"2-BNH","LEHS",9734.787,42.22222,9.642858,655.2,1651.685,92.84404,230.5119,2.5,103.3036,26.66667,3,6916.976
2006,70,2,"2-BNH","SomeC",1736.876,7.388889,4.285714,101.7059,299.5284,11.6055,32.11111,2.5,11.60714,7.777778,0,1258.229
2006,70,2,"2-BNH","College",1110.337,7.388889,1.071429,62.09412,180.7868,10.55046,26.37698,0,15.08929,5.555555,2,799.7958
2006,70,2,"3-Hisp","LEHS",4593.377,102.5862,28.68966,387.5059,820.1241,41.66667,45.84906,1,52.78788,30,6,3077.365
2006,70,2,"3-Hisp","SomeC",374.9487,10.25862,1.103448,25.29412,54.67494,7.291667,4.075472,0,7.106061,0,1,264.0946
2006,70,2,"3-Hisp","College",267.6745,6.155172,2.206897,17.2,39.2009,1.041667,4.075472,1,7.106061,6,0,183.5406
2006,70,2,"4-Others","LEHS",1983.71,25,16.5,137.0263,317.4065,17.3913,15.29412,1.5,33.64103,19.38461,16,1385.265
2006,70,2,"4-Others","SomeC",348.5753,3,4.4,8.631579,49.32668,3.26087,4.705883,1.5,5.25641,4.307693,0,264.2595
2006,70,2,"4-Others","College",388.7143,4,1.1,18.34211,63.26683,4.347826,0,0,2.102564,4.307693,0,290.4757
2006,75,1,"1-WNH","LEHS",86455.74,623.6877,62.83333,2748.197,17432.81,656.4208,549.9082,116.2147,1384.834,460.5205,595.3478,61822.5
2006,75,1,"1-WNH","SomeC",18624.74,152.2959,13,573.0593,3742.674,118.6809,125.0273,29.58192,322.6391,97.23288,138.9145,13311.16
2006,75,1,"1-WNH","College",24325.51,173.0164,15.16667,649.7435,4533.511,185.8984,179.0645,41.20339,518.527,144.2466,181.7377,17706.34
2006,75,1,"2-BNH","LEHS",11607.63,58.88889,14.625,561.2171,2290.801,115.875,248.0394,15.45455,145.1429,58.38462,16.30435,8082.202
2006,75,1,"2-BNH","SomeC",1391.374,6.666667,1.125,64.04605,264.0754,16.875,21.61811,1.545455,17.14286,2.123077,5.434783,990.9001
2006,75,1,"2-BNH","College",993.9962,4.444445,2.25,34.73684,177.1238,11.25,19.34252,0,21.71428,8.492308,3.26087,711.8981
2006,75,1,"3-Hisp","LEHS",6057.109,107.1478,14,374.1297,1410.168,54.4375,58.60563,16,91,52.85246,24.88889,3853.708
2006,75,1,"3-Hisp","SomeC",619.524,4.243478,1,43.28773,128.665,7.328125,8.225352,0,5,4.065574,3.111111,414.6656
2006,75,1,"3-Hisp","College",547.3665,10.6087,0,19.58255,111.1666,5.234375,6.169014,0,9,5.081967,0,380.6259
2006,75,1,"4-Others","LEHS",2201.972,12.96,6.75,88.82895,422.7997,32.64,24.51429,3,47.38462,25,11.25,1526.103
2006,75,1,"4-Others","SomeC",455.2869,3.24,1.125,19.625,104.872,5.1,4.457143,0,5.384615,4,3.375,304.5882
2006,75,1,"4-Others","College",946.7415,10.8,1.125,48.54605,205.3283,13.26,10.02857,0,17.23077,6,3.375,631.3091
2006,75,2,"1-WNH","LEHS",88744.98,640.4185,94.33898,2848.815,14196.36,754.4321,702.9133,29.03704,1344.696,375.5854,90.20979,67665.55
2006,75,2,"1-WNH","SomeC",17137.47,135.2111,11.27966,504.4451,2361.189,148.8195,138.4686,8.296296,272.9439,80.63415,34.61538,13442.69
2006,75,2,"1-WNH","College",12187.55,73.37037,15.38136,226.7403,1629.45,115.7485,85.61802,18.66667,222.3597,65.78049,25.17483,9710.761
2006,75,2,"2-BNH","LEHS",11978.77,33,12,770.4108,2160.37,128.5714,234.2598,4,130.5526,29.18919,1,8475.369
2006,75,2,"2-BNH","SomeC",1822.168,7.7,5,111.7472,335.341,16.07143,32.19685,0,17.26316,6.486486,0,1290.159
2006,75,2,"2-BNH","College",1182.065,3.3,0,69.84199,205.2889,5.357143,15.54331,2,16.18421,4.324324,0,860.4714
2006,75,2,"3-Hisp","LEHS",6144.496,112.7049,27.93103,484.0081,1199.859,54.73771,84.86047,4,76.71265,31.5,1.5,4066.349
2006,75,2,"3-Hisp","SomeC",429.5918,9.221312,2.068965,15.51308,72.87422,5.163934,0,0,7.563219,2.25,0,314.6823
2006,75,2,"3-Hisp","College",320.9123,3.073771,0,14.47887,49.26708,3.098361,4.139535,0,9.724138,2.25,1.5,233.9683
2006,75,2,"4-Others","LEHS",2694.652,31.66667,18,168.0851,444.797,34.75555,35.36842,1,39.84615,13.54167,6,1901.915
2006,75,2,"4-Others","SomeC",408.9907,4.222222,3,14.89362,69.60149,4.088889,3.315789,0,3.230769,5.208333,1,300.3583
2006,75,2,"4-Others","College",431.3573,2.111111,2,17.02128,69.60149,7.155556,3.315789,1,12.92308,6.25,3,306.7263
2006,80,1,"1-WNH","LEHS",243808.7,661.9896,56.875,5924.052,55313.81,2246.386,2013.634,137.7391,4808.805,865.4072,974.8378,170798.6
2006,80,1,"1-WNH","SomeC",50021.76,143.9565,16.54545,1123.278,11175.65,461.7283,393.9718,16.69565,1074.529,167.8046,209.1167,35238.66
2006,80,1,"1-WNH","College",68604.52,208.0539,17.57955,1358.671,14431.54,686.8857,552.3943,37.56522,1645.666,262.7883,233.0455,49176.75
2006,80,1,"2-BNH","LEHS",23694.1,31.2,5,884.6487,4749.287,253.4643,465.7928,13.35714,299.6972,65.50746,30.375,16895.79
2006,80,1,"2-BNH","SomeC",2099.183,1.2,0,83.63951,386.3421,25.88571,46.00423,2.428571,16.46688,8.044776,4.5,1525.461
2006,80,1,"2-BNH","College",1886.719,3.6,0,84.71181,374.3709,22.65,32.20296,1.214286,31.83596,3.447761,1.125,1330.745
2006,80,1,"3-Hisp","LEHS",13053.22,107.9068,5,643.8849,3198.607,142.6104,160.1579,9,207.0119,34.89474,31.79487,8512.548
2006,80,1,"3-Hisp","SomeC",1113.809,6.050848,1,37.08777,260.5201,10.25974,7.327486,0,20.39526,4.105263,1.025641,765.9025
2006,80,1,"3-Hisp","College",1184.969,5.042373,1,35.02734,301.8725,5.12987,11.51462,0,30.59289,0,7.179487,787.5498
2006,80,1,"4-Others","LEHS",6190.721,21.67742,2,204.698,1346.944,73.63478,74.4466,7,102.1936,31.73809,10.18182,4316.629
2006,80,1,"4-Others","SomeC",1008.037,5.16129,1,34.79866,214.4545,10.08696,11.53398,0,21.29032,3.071429,0,706.3959
2006,80,1,"4-Others","College",2000.242,5.16129,0,65.50336,460.6019,32.27826,22.01942,0,41.51613,8.190476,3.818182,1360.975
2006,80,2,"1-WNH","LEHS",431903.7,929.8716,101.3433,9851.956,89459.45,4809.579,6264.96,73.01075,7784.565,766.158,131.1659,311713
2006,80,2,"1-WNH","SomeC",80291.78,168.3026,21.9403,1381.378,14593.51,993.4745,1176.24,14.60215,1679.332,161.3512,48.26906,60063.8
2006,80,2,"1-WNH","College",60259.57,97.82586,16.71642,889.6659,11015.05,733.9462,852.8,9.387096,1290.103,139.4907,54.56502,45168.16
2006,80,2,"2-BNH","LEHS",42414.73,44.08163,25.78125,1979.076,8704.153,564.5618,1025.87,8,449.5811,42.75,2,29566.85
2006,80,2,"2-BNH","SomeC",4447.152,7.714286,5.15625,154.5482,956.393,69.75281,92.45087,1,59.42094,7.673077,2,3091.009
2006,80,2,"2-BNH","College",3576.118,2.204082,2.0625,137.3762,703.4537,44.68539,94.6786,0,36.99795,6.576923,0,2550.138
2006,80,2,"3-Hisp","LEHS",20100.78,146.9068,33,955.0465,4873.297,247.6923,358.0209,11,278.9744,32,4,13161.13
2006,80,2,"3-Hisp","SomeC",1185.475,9.055901,1,42.01385,264.6181,16.17583,12.34555,0,25.64103,3,1,810.4043
2006,80,2,"3-Hisp","College",1075.747,6.037267,1,38.93966,246.0845,12.13187,22.63351,0,15.38461,4,0,729.4663
2006,80,2,"4-Others","LEHS",9566.004,34.80952,14,410.3234,1974.793,150.3297,186.528,2,178.2,27.75,11,6576.332
2006,80,2,"4-Others","SomeC",1002.072,4.095238,1,44.55532,203.9188,17.74725,17.71495,1,11,6.166667,2,692.3576
2006,80,2,"4-Others","College",1130.925,4.095238,3,32.12128,253.2886,21.92308,18.75701,1,19.8,3.083333,1,773.3102
2007,18,1,"1-WNH","LEHS",8664.919,6,1,36,30.57692,3.5,6.25,53.09589,640.034,3022.673,1471.12,3395.532
2007,18,1,"1-WNH","SomeC",2859.886,2,0,16,17.32692,3.5,3.75,18.73973,252.0068,993.1791,531.4409,1021.515
2007,18,1,"1-WNH","College",384.1953,0,0,3,5.096154,0,0,4.164383,37.95918,124.1474,81.43888,127.9537
2007,18,1,"2-BNH","LEHS",3855.918,5,2,13.5,22.5,2,13.72222,4,144.6536,544.0503,238.7042,2864.394
2007,18,1,"2-BNH","SomeC",749.8219,1,0,4.5,7.5,1,4.222222,3,39.06704,186.5,57.80282,446.5528
2007,18,1,"2-BNH","College",58.25954,0,0,0,0,0,1.055556,0,5.27933,15.4497,7.492958,29.05284
2007,18,1,"3-Hisp","LEHS",3285.193,1,2,10,5.714286,3,4,31.91176,283.3171,1012.384,326.5484,1605.925
2007,18,1,"3-Hisp","SomeC",492.1559,0,0,2,2.285714,0,0,3.088235,22.53658,193.3768,52.37097,215.9227
2007,18,1,"3-Hisp","College",17.65116,0,0,0,0,0,1,0,2.146342,7.238704,3.080645,4.152359
2007,18,1,"4-Others","LEHS",582.3188,3,1,1,1,0,0,8,46.92857,180.1412,113.3492,228.9365
2007,18,1,"4-Others","SomeC",239.1667,0,0,2,1,0,0,0,20.85714,72.47059,67.39683,74.56187
2007,18,1,"4-Others","College",39.51449,0,0,0,0,0,0,0,5.214286,11.38824,12.25397,10.50167
2007,18,2,"1-WNH","LEHS",2669.909,8,0,18,13,4,1,12.54545,131.1841,831.6081,200.2493,1449.992
2007,18,2,"1-WNH","SomeC",1310.605,3,0,9,6,1,0,7.318182,62.51741,498.1152,158.7082,565.3588
2007,18,2,"1-WNH","College",261.4859,1,0,2,2,0,0,3.136364,12.29851,90.27674,17.04249,133.6496
2007,18,2,"2-BNH","LEHS",910.2745,3,0,23.42308,11.66667,1,5,.3333333,40.98039,151.2192,31.12195,641.2266
2007,18,2,"2-BNH","SomeC",315.1373,0,0,3.346154,2.333333,0,3,.3333333,9.705882,75.0411,8.585366,213.3793
2007,18,2,"2-BNH","College",62.58823,0,0,2.230769,0,0,0,.3333333,4.313725,22.73973,4.292683,29.39409
2007,18,2,"3-Hisp","LEHS",656.3248,2,1,3,2,0,0,1,25,183.5226,39,399.8546
2007,18,2,"3-Hisp","SomeC",239.4013,0,1,0,0,1,0,1,7,101.3937,15,112.936
2007,18,2,"3-Hisp","College",19.27384,0,0,0,0,0,0,0,1,6.083624,0,12.2093
2007,18,2,"4-Others","LEHS",196.1587,2,0,0,1,0,0,1,11,66.38938,21,94.19549
2007,18,2,"4-Others","SomeC",102.8508,0,0,0,0,0,0,1,2,38.54867,19,42.22556
2007,18,2,"4-Others","College",34.99047,0,0,0,0,0,0,0,2,16.06195,9,7.578948
2007,25,1,"1-WNH","LEHS",5823.118,24,3,35.14754,84.94531,3,18.72,39.01639,385,1285.997,1037.106,2906.785
2007,25,1,"1-WNH","SomeC",1935.057,12,1,25.26229,29.67969,2,6.24,19.5082,124.0909,431.8646,396.0807,887.3344
2007,25,1,"1-WNH","College",887.8249,4,0,6.590164,16.375,0,1.04,11.47541,85.90909,195.1388,167.8132,399.8808
2007,25,1,"2-BNH","LEHS",2678.859,3,1,26.92308,42.42105,0,24.2,7,112.4773,348.9778,141.6754,1970.557
2007,25,1,"2-BNH","SomeC",548.5385,1,0,12.92308,16.31579,1,5.5,3,24.5,85.00741,50.44503,349.199
2007,25,1,"2-BNH","College",113.6027,1,0,2.153846,3.263158,0,3.3,1,10.02273,19.01481,12.87958,61.24413
2007,25,1,"3-Hisp","LEHS",2172.558,18.85714,3,12,29.80556,3,13,39.42857,183.6667,521.3793,220.8889,1127.12
2007,25,1,"3-Hisp","SomeC",339.5604,3.142857,0,0,6.166667,0,2,6.571429,19,111.7241,51.85185,139.5878
2007,25,1,"3-Hisp","College",62.88156,0,0,0,1.027778,0,1,0,6.333333,14.89655,7.259259,32.2927
2007,25,1,"4-Others","LEHS",333.5232,6.666667,1,2,6.4,0,5,11.84615,25.5,72.4486,54.03922,149.2019
2007,25,1,"4-Others","SomeC",115.7336,3.333333,0,0,5.333333,0,0,1.076923,9.18,26.63551,26.5098,43.69484
2007,25,1,"4-Others","College",95.74324,0,0,0,4.266667,0,1,1.076923,16.32,14.91589,23.45098,34.10329
2007,25,2,"1-WNH","LEHS",2103.016,19,3,27.36842,35.36,5,11.78571,12,71.21323,363.2479,167.8097,1387.875
2007,25,2,"1-WNH","SomeC",885.147,7,0,8.421053,11.44,0,3.214286,7,42.72794,171.6215,112.568,520.453
2007,25,2,"1-WNH","College",503.8367,4,0,4.210526,5.2,2,0,0,35.05882,102.1306,64.62236,286.6723
2007,25,2,"2-BNH","LEHS",913.6714,4,0,26.97368,14.6087,2,10,0,31.68421,74.375,20.64706,729.0982
2007,25,2,"2-BNH","SomeC",301.5895,1,0,8.631579,8.347826,1,1,1,5.657895,34.32692,11.47059,229.3042
2007,25,2,"2-BNH","College",115.7391,0,0,5.394737,1.043478,0,2,0,5.657895,10.29808,6.882353,84.59765
2007,25,2,"3-Hisp","LEHS",540.4149,6,0,7,4,2,5,2,17.23077,103.1042,44,349.954
2007,25,2,"3-Hisp","SomeC",148.4094,2,0,1,1,1,0,2,9.692307,34.70833,13,84.15318
2007,25,2,"3-Hisp","College",51.17566,0,0,1,0,0,0,0,1.076923,9.1875,5,34.89278
2007,25,2,"4-Others","LEHS",138.9878,3,0,0,1,1,1,6,12.85714,33.84615,12,68.5
2007,25,2,"4-Others","SomeC",68.96342,2,0,1,1,0,0,0,1.071429,10.57692,13,40.23016
2007,25,2,"4-Others","College",53.04878,0,0,1,0,0,0,0,1.071429,10.57692,12,28.26984
2007,30,1,"1-WNH","LEHS",5660.628,67.5,9,82.56,255.6845,7.7,43.92857,78.72549,376.6514,919.5155,987.3842,2832.755
2007,30,1,"1-WNH","SomeC",1824.85,28.03846,1,33.024,63.39286,0,11.78571,17.2549,124.4954,315.1088,343.4836,887.2802
2007,30,1,"1-WNH","College",1006.522,12.46154,1,13.416,35.92262,3.3,4.285714,14.01961,73.85321,119.3757,211.1322,516.9647
2007,30,1,"2-BNH","LEHS",2399.922,9,2,51.91045,89.28571,3.75,57.04226,13.71429,93.42056,267.2287,126.4751,1686.5
2007,30,1,"2-BNH","SomeC",617.8984,0,1,17.67164,25.21008,1.25,14.78873,2.285714,17.79439,82.478,51.44751,403.7181
2007,30,1,"2-BNH","College",179.1797,0,0,4.417911,10.5042,0,3.169014,0,7.785047,25.29325,16.07735,111.7822
2007,30,1,"3-Hisp","LEHS",2013.323,55.8871,7,21.375,46.83636,4,11,54.46429,177.0323,385.2714,206.2344,1044.404
2007,30,1,"3-Hisp","SomeC",289.114,7.112903,0,5.625,7.127273,0,5,4.357143,14.75269,46.82857,51.29688,146.8206
2007,30,1,"3-Hisp","College",78.56358,0,0,0,2.036364,0,0,2.178571,4.215054,14.9,10.46875,44.77506
2007,30,1,"4-Others","LEHS",373.2783,14.66667,0,3,12.46154,1,4,15.75,29.7,68.26263,54.24706,170.8809
2007,30,1,"4-Others","SomeC",131.5565,6.111111,0,3,8.307693,1,1,1.125,4.4,25.32323,19.44706,61.55957
2007,30,1,"4-Others","College",110.1652,1.222222,1,0,6.230769,0,0,1.125,9.9,15.41414,13.30588,61.55957
2007,30,2,"1-WNH","LEHS",2387.856,30.18367,3,58.76543,75.82979,3,18.05556,22.61111,109.9618,260.5928,183.9263,1622.308
2007,30,2,"1-WNH","SomeC",1055.223,13.53061,1,17.83951,14.74468,2,5.555555,7.194445,34.89172,134.0498,136.0842,688.4135
2007,30,2,"1-WNH","College",683.9211,7.285714,0,8.395061,8.425532,2,1.388889,7.194445,21.1465,79.35747,83.98947,464.2788
2007,30,2,"2-BNH","LEHS",1120.372,7,2,34.79592,33,4,33.68421,3,29.05405,61.06977,17.03226,894.2643
2007,30,2,"2-BNH","SomeC",377.8511,0,0,14.59184,4,0,3.157895,2,6.972973,27.01163,10.64516,310.5237
2007,30,2,"2-BNH","College",153.7766,2,0,5.612245,2,0,3.157895,1,6.972973,12.9186,5.322581,115.212
2007,30,2,"3-Hisp","LEHS",635.9489,9.692307,2,11,9,2,2,4,15.71429,76.5,27.71053,476.4019
2007,30,2,"3-Hisp","SomeC",142.7007,4.307693,0,0,2,1,0,0,4.190476,20.4,6.157895,104.6013
2007,30,2,"3-Hisp","College",71.35036,0,0,0,1,0,0,0,2.095238,5.1,5.131579,57.99676
2007,30,2,"4-Others","LEHS",166.6851,10.76923,.3333333,8,3,0,0,5,6.75,28.45946,17.37143,86.69791
2007,30,2,"4-Others","SomeC",70.07143,1.076923,.3333333,0,2,0,0,3,1.125,3.162162,8.685715,50.75
2007,30,2,"4-Others","College",90.24351,2.153846,.3333333,0,1,0,0,1,1.125,7.378378,11.94286,65.55209
2007,35,1,"1-WNH","LEHS",8188.346,216.6633,36.66667,175.1796,624.6733,16.59259,102.1714,140.4423,492.8436,1075.611,1192.179,4115.105
2007,35,1,"1-WNH","SomeC",2446.447,62.2,4.190476,55.59592,181.8,11.40741,26.60714,42.97115,136.901,291.3333,378.0851,1255.384
2007,35,1,"1-WNH","College",1593.208,32.13667,3.142857,26.22449,102.5267,0,20.22143,34.58654,104.2554,134.0556,311.7359,824.5106
