year,age_gp,sex,race,edclass,tmort,mvaccmort,opioidmort,alcpoimort,uijmort,sijmort,othjmort,covmort,flumort,othinfmort,heartmort,cancermort,strokemort,respmort,dementiamort,dmmort,kidneymort,livermort,audmort,othncdmort,restmort
2002,25,2,"4-Others","LEHS",106.1238,23.42593,1,0,4.615385,6.571429,15.90909,0,1,2,9.230769,10.74074,3,0,0,0,2,5,2,12.57143,8.615385
2002,25,2,"4-Others","SomeC",50.32673,17.31482,1,0,4.615385,4.380952,4.545455,0,0,1,2.307692,6.444445,1,0,0,1,0,0,0,3.428571,2.153846
2002,25,2,"4-Others","College",64.54951,14.25926,0,0,5.769231,12.04762,4.545455,0,1,0,3.461539,11.81481,0,0,0,0,0,0,0,8,3.230769
2002,30,1,"1-WNH","LEHS",6384.527,1137.809,495.0232,10,752.3019,1084.978,332.3501,0,57.74627,36.6,563.1169,402.2563,61.05814,35.02041,1,124.3742,37.86047,86.63478,63.75,605.2794,499.5068
2002,30,1,"1-WNH","SomeC",1755.56,280.7443,133.4776,1,226.1132,319.173,65.60957,0,9.80597,16.63636,143.6846,166.3075,11.38372,13.79592,0,30.30968,6.139535,22.46087,10.625,172.937,125.1396
2002,30,1,"1-WNH","College",1210.913,168.4466,51.49923,1,141.5849,233.8495,29.0403,0,5.447761,7.763637,97.19843,222.4363,16.55814,3.183673,0,7.316129,0,13.90435,10.625,130.7836,68.35357
2002,30,1,"2-BNH","LEHS",2734.697,258.347,60.50769,3,161.7,132.809,706.6207,0,23.7931,25.6087,286.72,124.4152,44.72,23.69231,1,51.08696,25.77778,14.44444,19.79167,271.5,497.5829
2002,30,1,"2-BNH","SomeC",602.579,72.38171,6.369231,0,27.5,44.26966,117.7701,0,4.137931,5.391304,82.88,36.78363,4.16,4.307693,0,17.3913,2.148148,5.555555,5.208333,70.38889,97.52181
2002,30,1,"2-BNH","College",206.7242,22.27129,2.123077,0,19.8,19.92135,21.6092,0,2.068965,0,22.4,23.80117,3.12,0,2,6.521739,1.074074,0,0,20.11111,39.89529
2002,30,1,"3-Hisp","LEHS",1911.01,383.0724,97.34579,12,213.8028,164.22,265.1971,0,11.45455,29.69697,112.1591,120.0278,24,11,1,11.78571,8,45.66038,32.31429,151.5119,217.7815
2002,30,1,"3-Hisp","SomeC",234.76,49.77778,9.420561,0,12.95775,27.54,29.22581,0,2.545455,3.181818,18.15909,18.625,6,0,0,3.214286,0,8.301887,5.571429,20.13095,19.79832
2002,30,1,"3-Hisp","College",89.23004,15.14976,5.233645,0,3.239437,12.24,7.577061,0,0,2.121212,10.68182,10.34722,2,0,0,0,1,1.037736,1.114286,6.357143,10.42017
2002,30,1,"4-Others","LEHS",410.971,67.06123,12,2,44.46,51.90698,54.61538,0,3,7.538462,38.33333,28.30645,5,1.333333,0,2,3,11.84615,6.25,30.28889,44.33333
2002,30,1,"4-Others","SomeC",111.0733,21.63265,6,1,6.84,15.13953,12.01538,0,0,3.230769,8.761905,13.62903,2,0,0,1,0,2.153846,3.75,8.355556,6.333333
2002,30,1,"4-Others","College",129.9557,17.30612,0,0,5.7,25.95349,4.369231,0,2,3.230769,21.90476,23.06452,4,2.666667,0,2,0,0,0,8.355556,6.333333
2002,30,2,"1-WNH","LEHS",2728.477,370.2042,160.7632,3,230.75,208.9239,144.403,0,36.89362,29.63043,234.2105,419.2273,71.88571,28.88372,2,73.91304,21.7,45.22414,12.91304,397.6544,238.422
2002,30,2,"1-WNH","SomeC",1015.394,141.1796,61.5,2,76.22059,104.9869,44.92537,0,5.425532,10.21739,61.4152,227.9091,20.08571,10.69767,0,17.3913,7.233333,9.465517,8.217391,126.911,79.47401
2002,30,2,"1-WNH","College",763.129,82.6162,23.73684,1,48.02941,86.08924,25.67164,0,8.680851,7.152174,60.37427,249.8636,19.02857,6.418605,0,8.695652,2.066667,6.310345,5.869565,81.43456,38.10398
2002,30,2,"2-BNH","LEHS",1366.92,73.68932,26.72414,0,49.04348,13.96296,108.1161,0,16.72727,19.76,160.0714,155.2845,45.86666,21.03572,1,32.85714,21.03572,17.88235,2.5,242.2236,358.4851
2002,30,2,"2-BNH","SomeC",436.486,34.61165,3.206897,0,16.69565,5.37037,50.74839,0,3.136364,3.12,60.02679,73.73222,14.93333,6.642857,0,12.04762,5.535714,1.117647,1.25,79.61981,65.2797
2002,30,2,"2-BNH","College",174.5944,6.699029,1.068966,0,6.26087,9.666667,12.13548,0,3.136364,3.12,28.90178,37.98326,3.2,3.321429,0,1.095238,4.428571,0,1.25,29.15655,23.23515
2002,30,2,"3-Hisp","LEHS",592.8126,85.02,22.84615,0,17.77778,19,41.12727,0,7.333333,14.82353,41.63265,122.5714,17.85,8.8,1,6,10,11.66667,3,84.98182,78.6076
2002,30,2,"3-Hisp","SomeC",125.5869,17.44,3.115385,0,2.222222,7,11.6,0,2.444444,2.117647,5.204082,32.47619,3.15,2.2,0,1,2,2.333333,1,22.8,6.835443
2002,30,2,"3-Hisp","College",59.60055,6.54,1.038462,0,0,6,5.272727,0,1.222222,1.058824,4.163265,20.95238,0,0,0,2,0,0,0,6.218182,4.556962
2002,30,2,"4-Others","LEHS",188.3143,23.38636,5.5,0,7.933333,15.51724,18.37037,0,2,0,9.529411,42.56,2,1,0,0,1.5,12.75,3,24.31579,18.33333
2002,30,2,"4-Others","SomeC",81.34286,11.13636,4.4,0,4.533333,3.103448,6.888889,0,1,3,7.411765,15.68,2,0,0,1,0,4.25,0,8.842105,8.555555
2002,30,2,"4-Others","College",81.34286,14.47727,1.1,0,4.533333,11.37931,5.740741,0,0,0,1.058824,25.76,0,1,0,0,1.5,0,0,8.842105,6.111111
2002,35,1,"1-WNH","LEHS",10009.3,1167.239,705.8293,15.64706,1058.764,1327.16,407.4,0,82.65741,137.6185,1399.354,901.3716,146.25,64.2963,0,212.4818,45.97015,283.5027,203.5385,891.2318,959.9655
2002,35,1,"1-WNH","SomeC",2556.873,277.2059,137.3902,1.117647,229.8909,425.0727,89.25,0,16.74074,25.80347,353.8351,271.8754,33.19149,14.51852,3,51.82482,17.76119,78.69086,39.84615,244.2318,245.8448
2002,35,1,"1-WNH","College",1732.827,180.5556,59.78049,2.235294,161.3455,260.7678,49.35,0,13.60185,22.57804,223.8113,337.7529,15.55851,5.185185,1,19.69343,6.268657,38.80645,22.61539,158.5364,152.1897
2002,35,1,"2-BNH","LEHS",3795.501,274.4234,117.1154,6,248.5371,120.7471,515.7819,0,44.6087,48.36,558.5701,252.707,76.5,51.57895,2,87.36449,46.75472,47.45098,38.4,363.0884,894.7657
2002,35,1,"2-BNH","SomeC",787.8086,63.92192,24.53846,0,51.03887,47.20115,78.60558,0,5.869565,6.2,123.1493,53.83758,18.84783,7.368421,2,22.37383,8.905661,6.470588,4.8,77.48837,184.7258
2002,35,1,"2-BNH","College",322.6899,28.65466,3.346154,0,14.42403,23.05172,22.61257,0,3.521739,7.44,47.28054,38.45541,6.652174,1.052632,0,4.261682,3.339623,1.078431,4.8,35.42326,78.50848
2002,35,1,"3-Hisp","LEHS",2116.828,305.0091,129.6992,5.6,207.5818,145.5141,194.3286,0,21.95455,36.4878,163.7612,157.5707,52.61538,7.636364,1,34.69231,10,125.664,43.58491,176.6804,296.7639
2002,35,1,"3-Hisp","SomeC",265.136,38.39275,7.263158,0,21.18182,24.42938,22.3,0,1.045455,5.365854,32.54229,20.73298,2.192308,1.090909,0,6.307693,1,5.28,8.301887,21.54639,46.16327
2002,35,1,"3-Hisp","College",132.0356,9.598187,1.037594,1.4,4.236363,18.0565,6.371428,0,0,2.146342,14.69652,19.69633,2.192308,3.272727,0,0,1,1.056,3.113208,10.7732,34.07289
2002,35,1,"4-Others","LEHS",548.5245,69.09091,18.05556,2,50.95588,49.87952,42.95652,0,5,5.333333,63.87156,50.24299,20.32258,2,0,4.333333,6,38.5,23.13043,42.5,57.80357
2002,35,1,"4-Others","SomeC",174.1167,14.9697,2.777778,0,13.58823,18.84337,4.521739,0,1,2.666667,27.06422,23.02804,7.903226,1,0,7.583333,1,12.1,2.434783,17,14.82143
2002,35,1,"4-Others","College",184.3588,29.93939,4.166667,0,12.45588,23.27711,4.521739,0,1,8,27.06422,38.72897,6.774194,0,0,1.083333,0,4.4,2.434783,8.5,10.375
2002,35,2,"1-WNH","LEHS",5002.973,432.1955,282.5258,4,353.1639,331.4468,196.9579,0,77.58763,58.48101,552.2031,1070.92,137.0526,89.5946,1,119.4286,43.27778,161.5678,61.92593,630.7165,401.6155
2002,35,2,"1-WNH","SomeC",1754.909,188.6902,81.17344,2.666667,109.9672,133.4259,75.03158,0,16.39175,14.88608,163.6548,463.0152,51.91388,21.08108,0,46.68571,8.444445,57.33051,16.2963,210.2388,92.8466
2002,35,2,"1-WNH","College",1173.118,80.11429,25.30081,1.333333,52.86885,92.12737,25.01053,0,12.02062,10.63291,116.1421,464.0652,28.03349,6.324324,0,23.88571,5.277778,27.10169,9.777778,130.0446,61.53786
2002,35,2,"2-BNH","LEHS",2257.826,96.09023,48,.3333333,82.14,21.71428,120.7279,0,38.10811,36.4375,298.1562,355.7103,90.3719,40.09091,1,61.25843,42.12766,34.11765,16.1,357.4706,516.5126
2002,35,2,"2-BNH","SomeC",645.4102,35.23308,11,.3333333,18.87,9.771428,34.33544,0,5.081081,13.25,102.2872,124.8889,30.12397,6.681818,0,23.23595,4.680851,3.529412,6.9,114.5294,100.0403
2002,35,2,"2-BNH","College",292.7634,10.67669,1,.3333333,9.99,6.514286,19.93671,0,3.810811,3.3125,31.55667,81.40079,14.50413,2.227273,0,9.505618,8.191489,2.352941,0,59,30.44706
2002,35,2,"3-Hisp","LEHS",870.1104,78.75,32.55,1,33.76744,21,34.90385,0,14,18.85714,83.14286,213.8322,32.77143,10.83333,1,27.87097,10,31.81579,8.8,104.25,111.9839
2002,35,2,"3-Hisp","SomeC",174.6458,19.95,6.3,0,9.209302,7,11.63461,0,0,2.095238,7.461538,55.73825,3.171429,0,0,4.129032,1,5.131579,2.2,24.2197,14.79032
2002,35,2,"3-Hisp","College",85.24379,6.3,3.15,0,1.023256,6,8.461538,0,0,1.047619,6.395605,32.42953,1.057143,2.166667,0,0,0,2.052632,0,10.5303,4.225806
2002,35,2,"4-Others","LEHS",260.9318,30.55556,6.857143,0,14.08333,17.23077,14.25,0,0,0,18.88889,46.52542,12,2,0,5.333333,3,22.04,15,32.94118,21.23529
2002,35,2,"4-Others","SomeC",100.4424,12.22222,0,0,8.666667,7.538462,2.375,0,3,0,4.444445,28.94915,3,0,0,1.333333,0,5.8,0,12.07843,11.17647
2002,35,2,"4-Others","College",102.6259,12.22222,1.142857,0,3.25,3.230769,2.375,0,0,3,6.666667,46.52542,4,0,0,1.333333,0,1.16,0,10.98039,5.588235
2002,40,1,"1-WNH","LEHS",16674.71,1304.265,871.9774,24.35294,1399.08,1653.445,459.9666,0,179.5672,290.4105,3309.395,2212.035,311.1173,177.3134,6.75,381.348,88.80734,789.1462,404.8123,1605.836,1212.075
2002,40,1,"1-WNH","SomeC",4093.467,308.3194,187.0827,4.235294,320.3099,452.1881,93.27993,0,22.58706,66.44077,807.0129,642.6788,64.59184,32.83582,1.125,111.2715,19.98165,184.2406,94.74329,368.0264,310.5139
2002,40,1,"1-WNH","College",2981.819,185.4154,84.93985,7.411765,219.6105,343.3671,55.75352,0,24.84577,32.14876,526.592,675.2861,46.29082,9.850746,1.125,72.3805,12.21101,75.6132,62.44444,293.1373,248.4111
2002,40,1,"2-BNH","LEHS",5227.375,238.382,135.9437,5,265.7864,96.92308,359.55,0,66.05556,104.8095,973.1853,635.4987,172.0406,75.375,3,134.3027,78.71739,120.4274,70.67647,588.2845,1103.962
2002,40,1,"2-BNH","SomeC",1065.992,53.86517,14.98592,0,61.94175,38.76923,73.22143,0,12.52778,22.53968,220.0726,122.717,37.19797,11.25,3,46.95135,15.52174,13.25806,15.70588,117.6569,184.9333
2002,40,1,"2-BNH","College",461.6325,13.75281,1.070423,0,20.27184,18.30769,26.22857,0,3.416667,14.65079,101.7421,54.78437,19.76142,3.375,0,20.74595,7.76087,3.314516,2.617647,51.05865,98.10488
2002,40,1,"3-Hisp","LEHS",2757.581,279.5541,156.6581,7.714286,220.2273,116.3586,135.3885,0,21.75,81.42857,327.8068,262.7839,78.04597,16.625,1,74.7,22.88,252.8587,74.38095,260,368.8029
2002,40,1,"3-Hisp","SomeC",349.6275,25.22293,13.23871,1.285714,23.18182,18.86897,13.20863,0,4.833333,8.351648,54.98695,47.59078,13.37931,2.375,0,6.225,1.04,20.27138,10.47619,33.95918,51.28325
2002,40,1,"3-Hisp","College",206.7919,25.22293,1.103226,0,11.59091,16.77241,4.402878,0,2.416667,5.21978,22.20627,48.62536,5.574713,0,0,2.075,2.08,13.86989,3.142857,18.04082,22.91379
2002,40,1,"4-Others","LEHS",730.755,69.11392,19.6,5,77.59756,35.35714,32.55814,0,9.9,20,106.9565,103.4,15.94444,7.875,0,18.66667,8,59.3125,24.16667,59.74026,61.6
2002,40,1,"4-Others","SomeC",193.6385,11.51899,1.4,0,13.54878,11.78571,9.302325,0,1.1,5,42.33696,24.02222,12.52778,1.125,0,8.166667,1,7.984375,3.625,15.53247,25.2
2002,40,1,"4-Others","College",223.6064,10.36709,0,0,9.853659,18.85714,8.139535,0,0,5,55.70652,60.57778,12.52778,0,0,1.166667,1,5.703125,1.208333,16.72727,11.2
2002,40,2,"1-WNH","LEHS",8539.455,503.1136,386.2209,5,458.2944,445.6757,196.3167,0,130.2318,117.4162,1102.659,2327.873,312.125,153.0471,5.5,207.1225,74.24242,417.4911,116.4472,1065.108,521.8834
2002,40,2,"1-WNH","SomeC",2904.115,165.5682,116.3953,2,158.1062,180.3676,56.69039,0,26.04636,46.54335,313.8336,970.8218,104.7692,39.32461,4.4,65.57143,15.90909,114.1495,34.18634,347.5049,140.3834
2002,40,2,"1-WNH","College",2105.43,130.3182,43.38372,1,87.5994,149.9568,41.99288,0,14.72185,19.04046,202.5075,896.3047,37.10577,10.62827,1.1,33.30612,14.84848,62.35943,21.36646,232.3872,100.7331
2002,40,2,"2-BNH","LEHS",3450.818,91.34328,59.02703,3,118.8054,27,141.3372,0,48.83051,53.52113,556.2506,694.9078,182.6087,61.27059,3.333333,96.36923,70.12987,81.6,32.24242,500.2962,629.4728
2002,40,2,"2-BNH","SomeC",1129.339,31.16418,15.81081,1,29.14094,12,36.96511,0,12.49153,19.2676,205.899,288.8943,64.13043,20.78823,0,38.76923,14.02597,16.10526,4.606061,194.993,122.1199
2002,40,2,"2-BNH","College",517.8431,21.49254,3.162162,0,19.05369,10,8.697675,0,5.677966,3.211268,80.85038,166.1979,28.26087,10.94118,1.666667,8.861539,5.844156,4.294737,1.151515,94.71086,44.40725
2002,40,2,"3-Hisp","LEHS",1150.497,70.17021,34.85,2,38.76,21.65625,38.5102,0,10,26.78788,103.2,332.1853,47.95082,23.92,0,35.72917,14.85714,56,9,146.9503,137.7548
2002,40,2,"3-Hisp","SomeC",227.0177,18.57447,4.1,0,8.16,5.15625,10.40816,0,0,4.121212,20.64,87.14737,12.78689,2.08,0,6.125,1.142857,5,2,26.71823,13.16774
2002,40,2,"3-Hisp","College",131.4854,8.25532,2.05,0,4.08,6.1875,2.081633,0,1,3.090909,5.16,67.66737,4.262295,0,0,7.145833,0,2,0,12.33149,6.077419
2002,40,2,"4-Others","LEHS",380.0328,31,11,2,15.16667,11.36667,13.75,0,6,10.66667,34.26923,92.33498,25.71428,6.4,0,8,4,28.73684,9.6,44.43478,31.42308
2002,40,2,"4-Others","SomeC",137.2951,10,0,0,5.416667,8.266666,8.75,0,0,1.333333,12.46154,46.16749,10.71429,1.6,1,3,1,8.842105,1.2,11.63768,3.307692
2002,40,2,"4-Others","College",152.6721,9,0,0,5.416667,11.36667,2.5,0,0,0,7.269231,74.49754,8.571428,0,0,0,0,4.421052,1.2,16.92754,8.269231
2002,45,1,"1-WNH","LEHS",21464.49,1156.125,674.7779,19.67857,1185.814,1356.679,334.1378,0,237.0513,587.2411,5111.444,4206.615,497.6214,359.7862,12.22222,528,164.5837,1279.844,482.9329,2072.751,1203.493
2002,45,1,"1-WNH","SomeC",6576.521,315.5012,181.7118,6.214286,394.5567,516.6793,91.32385,0,66.15385,171.8497,1572.915,1387.052,151.7268,65.41568,4.444445,155.232,43.66507,325.5836,135.1326,630.6044,358.8054
2002,45,1,"1-WNH","College",5060.992,267.3739,76.51025,3.107143,291.6289,422.6415,65.53829,0,40.79487,75.90909,1135.641,1318.333,115.6519,33.7981,3.333333,108.768,25.7512,174.5728,91.93448,479.6448,325.7014
2002,45,1,"2-BNH","LEHS",7121.249,218.1736,149.9704,3.75,300.9153,77.4,297.9075,0,93.25491,170.9016,1576.826,1208.166,305.2841,89.32039,4.2,222.9104,135.677,244.8308,107.8154,770.2848,1146.221
2002,45,1,"2-BNH","SomeC",1516.108,55.09434,24.08284,1.25,70.47458,34.77391,43.19104,0,13.64706,34.85492,401.9359,269.2229,62.1875,17.86408,2.8,52.51255,25.63975,31.44615,26.95385,171.0518,175.101
2002,45,1,"2-BNH","College",734.6435,18.73207,10.94675,0,24.61017,16.82609,29.90149,0,9.09804,11.24352,193.2384,134.6115,30.52841,7.815534,0,23.57706,10.68323,15.72308,11.23077,81.66343,103.6783
2002,45,1,"3-Hisp","LEHS",2951.955,183.2021,103.4016,1,146.5029,86.77273,80.88372,0,35.14286,121.9556,470.9075,426.5657,132.7117,23,2,84.97059,24.85714,344.4156,78.44827,303.8873,303.5197
2002,45,1,"3-Hisp","SomeC",473.718,16.5544,18.99213,1,25.66474,19.86364,8.744186,0,4.685714,18.51111,92.06507,75.39781,19.69939,3,0,13.63725,2.071429,46.62857,9.413794,44.01127,53.42857
2002,45,1,"3-Hisp","College",269.3273,13.24352,11.6063,0,12.83237,8.363636,4.372093,0,1.171429,6.533333,55.0274,64.0365,16.58896,2,0,8.392157,2.071429,16.95584,3.137931,24.10141,17.05167
2002,45,1,"4-Others","LEHS",903.7276,54.35294,17.33333,3,34.28571,34,24.70588,0,11.45455,31.85,167.7239,168.2323,39.375,12.69231,1,38.63636,12.66667,62.25974,28.96552,90.46032,76.35443
2002,45,1,"4-Others","SomeC",294.2096,14.82353,4,0,11.02041,9.714286,8.647058,0,3.272727,6.125,62.46269,62.42581,16.40625,2.307692,0,7.954545,4.222222,20.75325,10.13793,27.57936,22.02532
2002,45,1,"4-Others","College",334.0627,14.82353,2.666667,0,14.69388,24.28572,8.647058,0,3.272727,11.025,79.81343,97.34193,14.21875,0,0,3.409091,2.111111,10.98701,2.896552,20.96032,17.62025
2002,45,2,"1-WNH","LEHS",11177.06,379.6013,294.9864,5,388.437,391.3838,216.5032,0,173.3347,212.5828,1614.249,3777.846,397.2772,349.7258,14,307.4661,120.25,467.4236,124.4577,1421.865,529.1079
2002,45,2,"1-WNH","SomeC",4439.68,147.8558,115.4751,2,158.6118,217.668,70.04516,0,54.90726,76.5298,600.6755,1656.876,156.7921,86.61938,2,130.5678,37.91667,157.2052,45.35323,545.2994,176.3693
2002,45,2,"1-WNH","College",3325.258,119.543,53.53846,4,94.95126,178.9482,42.45161,0,38.75806,31.88742,320.0757,1623.277,87.93069,21.65485,4,58.9661,10.83333,95.37118,42.18906,367.8351,121.5228
2002,45,2,"2-BNH","LEHS",4431.083,75.54311,71.84338,2,118.7613,12.94118,80.35714,0,55.61905,78.62069,908.1179,1073.603,282.9838,80.28302,1,177.8692,79.31532,130.7843,33.33333,626.5281,544.5947
2002,45,2,"2-BNH","SomeC",1460.772,30.65517,13.93976,0,42.25161,3.529412,31.07143,0,10.42857,25.86207,277.1095,452.2744,82.9054,23.86792,0,43.3271,32.3964,37.52941,5.555555,217.3443,129.3975
2002,45,2,"2-BNH","College",738.1444,20.80172,3.216867,0,15.9871,3.529412,8.571428,0,6.952381,15.51724,135.7725,282.1227,43.11081,10.84906,0,22.80374,12.28829,5.686275,1.111111,103.1276,45.00782
2002,45,2,"3-Hisp","LEHS",1406.53,66.64557,31.35135,0,32.47619,20.60606,19.33333,0,16.66667,39.78,192.8964,448.2109,75.5102,19.8,2,64.77109,24,72.625,8,169.2646,102.6087
2002,45,2,"3-Hisp","SomeC",262.3044,9.227848,4.324324,0,8.380953,8.242424,6.444445,0,2.222222,7.14,22.69369,107.9407,16.32653,1.1,0,12.14458,2,6.225,2,37.61435,8.208695
2002,45,2,"3-Hisp","College",163.1657,5.126582,4.324324,0,3.142857,5.151515,3.222222,0,1.111111,4.08,13.40991,67.84843,8.163265,1.1,0,7.084337,2,4.15,0,26.12108,7.182609
2002,45,2,"4-Others","LEHS",544.2177,26.88679,6,0,24.61539,10.95238,6.5,0,4.571429,10.625,62.6875,204.8824,32.75472,9.333333,.3333333,17.11111,10,27.71795,8,51.37663,31.42857
2002,45,2,"4-Others","SomeC",198.0952,12.90566,3,0,3.692308,6.571429,2.166667,0,3.428571,4.25,23.375,73.46791,9.358491,2.333333,.3333333,7.333333,5,13.25641,2,18.98701,6.285714
2002,45,2,"4-Others","College",217.6871,17.20755,0,0,3.692308,5.476191,4.333333,0,0,2.125,15.9375,108.6497,19.88679,2.333333,.3333333,8.555555,0,6.025641,0,15.63636,6.285714
2002,50,1,"1-WNH","LEHS",24940.95,827.5753,347.2505,13,835.5531,983.7622,222.0326,0,294.6256,572.0833,6910.451,6630.981,590.0208,715.4965,26.82353,731.2425,182.6036,1315.89,471.0395,2312.325,973.7218
2002,50,1,"1-WNH","SomeC",9298.006,327.8471,129.2604,6,305.4017,457.8318,76.89911,0,76.10256,205.9927,2619.738,2595.468,224.2079,144.8551,7.823529,294.3963,67.275,422.6929,161.4993,819.1743,351.143
2002,50,1,"1-WNH","College",8383.046,253.5776,74.48907,4,286.0452,514.406,66.06825,0,53.27179,93.92411,2336.811,2560.551,217.7713,63.64846,3.352941,236.3612,49.12143,331.4173,133.4612,784.5003,309.1351
2002,50,1,"2-BNH","LEHS",8353.488,157.0309,115.7086,4.666667,264.6574,48.05263,158.8095,0,87.85714,168.1284,2156.259,1886.391,453.3435,152.7844,4.666667,320.6618,195.6978,286.7507,109.8425,803.9554,979.9474
2002,50,1,"2-BNH","SomeC",1989.779,47.34021,27.89404,2.333333,49.6955,14.19737,44.90476,0,28.11429,39.30275,530.1547,450.4148,97.62595,23.76647,0,81.80147,27.30667,67.79765,29.52756,232.4554,194.85
2002,50,1,"2-BNH","College",1123.732,19.62887,12.39735,0,19.64706,20.75,26.28572,0,7.028572,30.56881,338.5862,254.1945,37.03053,12.4491,2.333333,42.53677,32.99556,24.45161,10.62992,106.5893,124.2026
2002,50,1,"3-Hisp","LEHS",3135.212,113.4783,60.74627,6,118.963,63.8046,59.23077,0,39.88636,125.5375,635.4918,637.343,137.6341,36.61538,.3333333,167.2941,48.27273,364.7979,50.85246,248.3168,221.3487
2002,50,1,"3-Hisp","SomeC",544.3297,21.01449,9.940298,0,19.46667,16.73563,5.384615,0,1.022727,28.0125,118.1568,134.1227,25.02439,3.230769,.3333333,21.17647,4.290909,41.01279,10.81967,46.83168,37.25671
2002,50,1,"3-Hisp","College",344.4586,10.50725,3.313433,0,7.57037,10.45977,5.384615,0,4.090909,12.45,88.35146,92.53429,8.341463,2.153846,.3333333,9.529411,6.436364,16.18926,4.327869,34.85149,27.39464
2002,50,1,"4-Others","LEHS",1035.607,46.11111,8.4,2,37.33333,25.52,10.95652,0,11.25,21.76471,276.4706,264.3879,37.05128,16.72727,1,37.61194,8.4,67.21519,21.34615,93.91304,48.01639
2002,50,1,"4-Others","SomeC",364.359,20.75,3.6,0,14.66667,11.6,10.95652,0,3.375,8.705882,70.26961,106.4,18.52564,2.090909,1,18.26866,3.6,14.81013,12.80769,23.18841,21.52459
2002,50,1,"4-Others","College",508.0337,16.13889,0,1,16,20.88,6.086957,0,12.375,6.529412,123.2598,161.2121,29.42308,4.181818,2,16.1194,6,7.974684,2.846154,42.89855,31.45902
2002,50,2,"1-WNH","LEHS",14556.54,338.726,167.0805,2,339.6497,283.5775,145.7966,0,192.6966,194.6354,2541.613,5694.676,552.1907,652.5636,36.66667,521.6444,153.6842,419.2507,83.24161,1719.927,529.5698
2002,50,2,"1-WNH","SomeC",5677.992,141.4931,68.73563,2,149.1919,137.1144,54.67373,0,63.86517,62.07292,847.2043,2487.354,191.0225,136.5331,11.45833,198.7718,37.89474,179.528,37.93288,679.6229,189.8254
2002,50,2,"1-WNH","College",4911.469,145.7808,40.18391,3,112.1584,142.3081,52.52966,0,37.4382,46.29167,500.1826,2669.97,137.7867,55.90331,6.875,113.5839,28.42105,117.2212,35.8255,509.4496,145.6047
2002,50,2,"2-BNH","LEHS",5045.163,57.59494,33.38462,2,82.82692,18.85714,67.1,0,61.22222,72.76,1180.34,1415.06,322.683,117.6923,0,268.92,135.9773,117.9589,31.2,640.6951,420.3216
2002,50,2,"2-BNH","SomeC",1680.988,21.88608,4.307693,0,24.96154,7.071429,19.8,0,12.88889,20.33,396.3912,573.466,107.1888,35.96154,0,88.56,35.09091,30.30137,4.457143,204.8481,93.03119
2002,50,2,"2-BNH","College",1015.849,11.51899,4.307693,0,10.21154,7.071429,12.1,0,12.88889,13.91,204.2684,376.4738,49.1282,16.34615,1,47.52,21.93182,9.739726,3.342857,151.4568,61.64717
2002,50,2,"3-Hisp","LEHS",1698.615,54.32836,16.94118,0,24,12.63158,28.8,0,15.75,56.16418,266.6376,587.348,90,29.69697,2,94.57627,36.79487,87.85294,4.5,195.7469,95.17431
2002,50,2,"3-Hisp","SomeC",310.2733,9.402985,1.058824,0,5,5.263158,5.142857,0,1.125,11.65672,32.51678,128.0918,15,1.060606,0,23.11864,3.153846,10.09804,4.5,38.09129,15.68807
2002,50,2,"3-Hisp","College",185.1122,6.268657,0,0,1,2.105263,2.057143,0,1.125,3.179105,23.84564,89.56016,15,4.242424,0,6.305085,1.051282,5.04902,0,21.16183,3.137615
2002,50,2,"4-Others","LEHS",685.5116,25.61364,1.666667,0,10.8,12.17857,7.2,0,8.272727,14.13043,88.45454,274.05,48.91139,15.16667,0,29.34783,9.066667,23.47059,7.875,79.94643,31.2
2002,50,2,"4-Others","SomeC",241.8815,8.909091,3.333333,0,4.8,4.428571,2.4,0,1.181818,6.521739,24.12397,103.95,20.20253,5.833333,0,13.04348,2.266667,11.17647,1.125,23.76786,5.571429
2002,50,2,"4-Others","College",289.607,14.47727,0,0,2.4,14.39286,2.4,0,3.545455,4.347826,26.42149,168,14.88608,0,0,7.608696,5.666667,3.352941,0,17.28572,2.228571
2002,55,1,"1-WNH","LEHS",31930.02,642.2891,118.4783,5.3125,676.4088,779.2936,211.4079,0,357.2387,321.5234,9470.268,10343.19,891.8714,1390.933,55.88235,1141.672,285.6058,1067.907,354.2115,2784.65,1040.634
2002,55,1,"1-WNH","SomeC",9730.217,230.4559,31.52174,6.375,219.0276,313.4468,54.29603,0,86.30537,101.7064,2770.894,3345.703,315.0286,248.8467,16.76471,321.6575,79.92701,325.3442,99.96154,887.5938,271.8479
2002,55,1,"1-WNH","College",10508.76,227.2551,25,5.3125,270.5635,431.2596,54.29603,0,64.45592,90.77021,2956.839,3765.107,283.1,153.22,41.35294,303.6701,72.46716,330.7486,110.8269,999.7562,317.5183
2002,55,1,"2-BNH","LEHS",8931.325,131.6757,38.775,6,204.4811,41.65385,109.1322,0,143.6364,132.6708,2535.941,2515.077,474.2664,216.9604,7.5,388.5714,206.1646,206.9649,137.9697,813.8898,620.7167
2002,55,1,"2-BNH","SomeC",1464.17,22.7027,4.7,1,32.47641,13.15385,14.93388,0,8.839161,25.42857,464.9412,418.0647,67.75234,23.12775,1.25,77.71429,34.92405,26.42105,13.08333,142.7473,70.24809
