year,age_gp,sex,race,edclass,tmort,mvaccmort,opioidmort,alcpoimort,uijmort,sijmort,othjmort,covmort,flumort,othinfmort,heartmort,cancermort,strokemort,respmort,dementiamort,dmmort,kidneymort,livermort,audmort,othncdmort,restmort
2012,60,1,"3-Hisp","SomeC",1182.96,19.78512,8,1,27.16667,13.30233,6.266667,0,12.86487,7.245614,250.7992,413.215,39.54576,16.875,6.428571,84.93556,18.54545,86.7184,11.73333,119.5893,37.90728
2012,60,1,"3-Hisp","College",684.7079,15.61983,4.571429,4,7.314103,11.25581,6.266667,0,11.79279,5.175438,157.9106,236.4165,18.7322,10.54688,5.357143,35.21718,13.39394,60.5984,2.133333,53.609,24.21854
2012,60,1,"4-Others","LEHS",1850.586,39.53704,17.25,8.75,48.31169,32,9.45,0,30.52174,18.30769,445.9239,601.4687,87.35632,66.21111,10.05882,105.3713,19.125,76.09091,18.76471,153.8768,68.4
2012,60,1,"4-Others","SomeC",772.7599,10.16667,1.916667,1.25,20.53247,11.13043,5.25,0,10.56522,8.615385,194.7316,251.8517,38.21839,20.2,2.235294,53.21782,12.375,38.04546,3.411765,64.02174,22.8
2012,60,1,"4-Others","College",1011.654,11.2963,3.833333,0,24.15584,20.86957,6.3,0,12.91304,15.07692,252.3445,350.6796,64.42529,14.58889,6.705883,56.41089,13.5,20.86364,6.823529,92.10145,34.8
2012,60,2,"1-WNH","LEHS",30091.12,207.8941,156.3504,17.48571,526.0515,259.3757,179.4175,0,412.3575,197.3129,5228.675,11434.93,1038.987,2772.404,384.6553,1029.607,469.2282,851.4101,100.4378,3633.394,1200.848
2012,60,2,"1-WNH","SomeC",12767.93,119.6659,77.66423,5.142857,252.3004,163.3862,76.45631,0,138.4783,99.16759,2016.146,5360.438,388.8607,772.5533,163.5299,454.3279,155.7352,432.8512,60.46766,1574.335,455.1767
2012,60,2,"1-WNH","College",9560.951,103.44,45.9854,13.37143,173.6481,156.2381,59.12621,0,86.16425,69.51955,1231.179,4845.634,252.1519,282.0432,173.8148,252.0656,93.03662,231.7387,45.09453,1126.271,311.9751
2012,60,2,"2-BNH","LEHS",7247.455,44.86956,17.68,3,74.85714,4,37.52857,0,100.5789,51.17647,1696.881,2272.446,396.2808,292.6838,51.60638,424.6139,246.0559,148.2838,14.7,924.347,446.3768
2012,60,2,"2-BNH","SomeC",3100.977,17.73913,8.32,1,35.34921,3,23.32857,0,39,21.49412,728.6786,1107.349,167.8128,91.39951,25.2766,152.3734,76.25698,55.48035,3.15,376.0574,167.3913
2012,60,2,"2-BNH","College",1589.568,9.391304,0,0,20.79365,3,10.14286,0,16.42105,14.32941,326.4399,633.205,83.90639,34.91667,22.11702,65.01266,41.68715,27.23581,3.15,191.5956,86.23189
2012,60,2,"3-Hisp","LEHS",3434.94,26,9,0,34,11,17,0,52.54546,37.7561,632.8612,1202.763,153.2879,81.73913,47.83929,264.638,83.7757,197.6135,3,455.026,125.8439
2012,60,2,"3-Hisp","SomeC",732.3378,5,5,0,7,2,9,0,9.272727,3.146342,103.5964,294.3256,36.54546,10.21739,7.125,55.82209,14.13084,48.1235,0,87.93761,33.763
2012,60,2,"3-Hisp","College",368.7224,13,0,1,1,1,4,0,6.181818,2.097561,61.54242,160.9115,11.16667,2.043478,2.035714,16.53988,10.09346,11.26295,0,47.0364,17.39306
2012,60,2,"4-Others","LEHS",1389.353,26,8.615385,1,27.89189,12.5,13.33333,0,16.5,11.55,220.862,533.0155,89.31159,54.66667,14,81.73846,24.57143,45.5493,4.5,149.166,57.35616
2012,60,2,"4-Others","SomeC",552.9921,8,5.384615,0,8.135135,2.272727,3.333333,0,10.3125,6.3,85.45915,216.5053,29.42029,25.14667,1,31.84615,11.2619,23.85916,1.5,69.8224,14.06849
2012,60,2,"4-Others","College",583.6551,5,0,0,6.972973,10.22727,3.333333,0,6.1875,3.15,87.67887,315.4792,26.26812,2.186667,12,24.41538,7.166667,7.591549,0,55.01158,7.575343
2012,65,1,"1-WNH","LEHS",53869.91,527.3362,84.688,16.5,951.9264,670.4919,225.3701,0,689.8146,318.6386,13246.51,18394.32,1810.904,4726.922,804.0367,1950.148,757.4039,1273.488,300.4923,5301.348,1832.497
2012,65,1,"1-WNH","SomeC",19581.89,185.6962,22.512,7.7,365.3339,307.6495,67.30508,0,243.707,129.0947,4783.178,7075.364,650.2,1170.662,310.7438,784.7656,268.0985,467.496,89.19205,2040.63,609.4528
2012,65,1,"1-WNH","College",19595.2,235.9676,26.8,8.8,485.7397,409.8586,68.32486,0,236.4784,136.2667,4457.309,7567.316,600.8957,640.4151,450.2195,578.0868,236.4976,452.016,91.31567,2246.022,657.0501
2012,65,1,"2-BNH","LEHS",11232.78,76.53061,15,6,170.1743,30.8913,81.82353,0,155.6059,76.2653,2987.407,3525.259,562.8889,462.4648,141.913,612.2355,311.1628,197.2243,62.525,1085.268,673.6096
2012,65,1,"2-BNH","SomeC",2522.002,15.30612,3,0,39.91743,11.71739,14.68627,0,36.55172,14.42857,671.1294,851.5961,112.7847,95.64613,29.21739,128.6209,88.16279,55.01521,11.275,221.799,120.5844
2012,65,1,"2-BNH","College",1470.221,8.163265,3,0,18.90826,6.391304,10.4902,0,19.84237,10.30612,374.4632,502.1445,69.32639,38.88908,20.86957,76.14358,46.67442,20.76046,8.2,160.9332,73.80598
2012,65,1,"3-Hisp","LEHS",5416.088,60.85714,9,1,107.2248,33,23.41936,0,97.00944,47.45454,1326.684,1617.23,223.5805,148.9017,76.72449,385.4553,132.3926,303.2668,32,565.1528,226.5735
2012,65,1,"3-Hisp","SomeC",909.0957,8.114285,3,0,16.49612,11,3.193548,0,13.85849,6.327273,184.3195,312.4781,34.397,24.46243,12.61224,70.45957,19.34969,57.96227,7,87.91267,35.5
2012,65,1,"3-Hisp","College",642.8159,2.028571,1,0,9.27907,8,6.387097,0,2.132076,4.218182,150.9962,247.2923,29.02247,10.63584,13.66327,31.08511,14.25767,22.77089,2,65.93449,21.92647
2012,65,1,"4-Others","LEHS",1869.505,19.74194,3.6,3,34.5,35.17949,7,0,32.62745,21.53846,455.0861,611.1509,89.53846,78,16.12121,109.3385,34.1,47.31034,18.9,169.3586,89.52032
2012,65,1,"4-Others","SomeC",705.2027,5.483871,2.4,0,12.9375,2.51282,3,0,10.03922,2.051282,159.8636,243.4066,41.57143,28.8,8.060606,36.09231,17.6,24.78161,2.7,80.90379,20.92683
2012,65,1,"4-Others","College",1100.293,8.774194,0,0,21.5625,11.30769,8,0,21.33333,16.41026,266.0503,381.4424,62.89011,25.2,13.81818,61.56923,14.3,25.90805,5.4,119.7376,32.55285
2012,65,2,"1-WNH","LEHS",42069.86,245.0585,84.73846,6,576.8442,188.1455,187.68,0,611.5104,326.5451,7334.761,15563.06,1556.477,4880.338,1009.071,1437.908,702.0464,799.5118,58,4918.872,1588.163
2012,65,2,"1-WNH","SomeC",14287.99,95.98126,31.38461,6,217.2131,100.2753,73.44,0,161.8403,112.9559,2385.736,5877.397,545.2239,1132.572,329.5345,437.4911,234.6898,302.9836,31.07143,1745.077,465.8477
2012,65,2,"1-WNH","College",10604.15,94.96019,19.87692,4,205.9426,109.5792,44.88,0,111.6493,95.49904,1424.503,5066.547,351.2988,468.0892,323.3941,288.6013,110.2638,190.5047,26.92857,1296.051,367.989
2012,65,2,"2-BNH","LEHS",7800.526,35.74468,2,0,82.40517,5,46.62162,0,122.2086,56.65116,1869.204,2448.323,445.5975,317.4013,135.6796,499.1543,286.1356,94.66197,9,912.4526,432.6678
2012,65,2,"2-BNH","SomeC",2537.717,7.148936,2,0,23.99138,1,19.25676,0,30.55215,20.23256,563.0989,913.2955,122.6415,98.43459,48.00971,145.2457,82.04604,31.21831,5,309.9475,114.2896
2012,65,2,"2-BNH","College",1429.757,5.106383,0,0,14.60345,2,9.121622,0,13.23926,10.11628,290.6973,599.3819,81.76101,37.16408,31.31068,71.6,32.81841,17.11972,1,160.5999,52.04259
2012,65,2,"3-Hisp","LEHS",4069.097,29,5,1,47.59615,11.78571,23,0,69.5125,27.72973,719.6628,1355.578,227.9191,107.7926,81.37,371.2317,96.29906,180.3946,1,545.3806,168.3166
2012,65,2,"3-Hisp","SomeC",632.1323,7,0,0,4.230769,1.071429,2,0,11.4125,6.162162,98.13583,249.9792,30.66176,21.15556,13.39,32.54634,12.56075,30.40359,0,91.74627,19.38191
2012,65,2,"3-Hisp","College",352.7706,4,1,0,3.173077,2.142857,0,0,2.075,4.108108,55.2014,153.4425,19.41912,7.051852,8.24,13.22195,3.140187,15.20179,0,45.87313,15.30151
2012,65,2,"4-Others","LEHS",1647.13,9.428572,4,0,32.66667,9.5625,5,0,26.875,31.35135,281.4821,558.6644,110.6503,78.22857,21.25,128.2034,37.62712,58.48052,5,189.4314,61.25
2012,65,2,"4-Others","SomeC",508.503,5.238095,0,0,4.666667,2.125,3,0,6.45,5.405406,93.82735,200.9142,23.56442,24.31429,6.375,26.88136,10.16949,11.28571,0,64.21405,19.6875
2012,65,2,"4-Others","College",635.3666,7.333333,0,0,11.66667,5.3125,0,0,9.675,3.243243,105.6906,303.4214,32.78527,8.457143,6.375,27.91525,12.20339,9.233767,0,66.35452,24.0625
2012,70,1,"1-WNH","LEHS",62131.1,455.7493,27,9.692307,1006.217,597.6829,208.1027,0,936.3614,391.6447,15001.47,20482.12,2349.383,6069.338,1788.361,2047.534,1078.887,848.8214,168.5779,6531.152,2139.946
2012,70,1,"1-WNH","SomeC",18533.28,135.493,2.25,0,323.3532,192.4397,57.69184,0,264.8713,123.4089,4280.436,6513.117,682.6047,1350.785,565.4452,646.9108,302.1291,309.2208,55.84791,2181.466,543.2014
2012,70,1,"1-WNH","College",19740.62,145.7577,6.75,4.307693,419.4294,272.8774,75.20544,0,261.7673,150.9464,4265.094,7310.766,813.0127,838.8765,781.1937,566.5555,294.9842,297.9578,47.57415,2500.382,682.8524
2012,70,1,"2-BNH","LEHS",11192.03,74.60439,2,4,133.4303,24,50,0,201.6402,51.72222,2885.683,3461.028,667.341,605.3597,327.3995,564.5503,354.7619,111.7519,31.66667,1052.866,588.9474
2012,70,1,"2-BNH","SomeC",2062.832,12.26374,4,1,18.76364,7,7,0,33.60669,16.88889,540.1619,634.8814,113.4583,92.8914,51.25424,134.4656,57.77551,17.92248,1.055556,206.813,111.4225
2012,70,1,"2-BNH","College",1251.141,6.131868,0,2,19.80606,2,8,0,15.75314,7.388889,288.1552,417.0904,72.20072,41.74894,53.34625,76.98412,34.46259,6.325582,5.277778,148.3205,45.63016
2012,70,1,"3-Hisp","LEHS",5696.421,41.48936,3,4,97.24138,36.75,26.32258,0,114.0698,47.77049,1367.353,1745.701,289.3383,230.8745,165.7073,360.2823,132.4375,188.0321,30.70968,579.5435,236.1573
2012,70,1,"3-Hisp","SomeC",840.5745,3.191489,1,0,13.44828,3.15,5.483871,0,13.60465,8.131147,245.1015,260.675,35.0089,20.98859,27.26829,46.05882,18.3375,26.26147,0,87.71469,25.07865
2012,70,1,"3-Hisp","College",597.0048,5.319149,0,0,9.310345,2.1,2.193548,0,7.325582,6.098361,134.5451,219.6238,22.65282,24.13688,22.02439,28.65882,12.225,14.70642,3.290323,64.7418,17.76405
2012,70,1,"4-Others","LEHS",2021.35,16.41379,1.5,4,47.14286,9.6,6.545455,0,52.8,25.7561,488.9406,621.288,125.9637,107.7744,41.6,110.1359,43.5,37,6.75,197.9164,77.52066
2012,70,1,"4-Others","SomeC",652.2911,4.689655,0,0,18.21428,4.8,2.181818,0,7.7,7.512195,174.5417,201.8926,41.9879,23.47561,13.86667,32.5163,17.19767,13.74286,2.25,60.65181,25.45455
2012,70,1,"4-Others","College",1301.359,12.89655,1.5,0,24.64286,9.6,3.272727,0,38.5,10.73171,315.5177,455.8194,99.04839,43.75,24.53333,50.34783,26.30233,23.25714,0,123.4318,37.02479
2012,70,2,"1-WNH","LEHS",54117.19,251.1234,22,6,748.8978,110.2737,201.2353,0,820.9615,445.7747,9957,18082.87,2510.283,6639.007,2360.599,1728.841,993.2932,713.7925,42.07895,6400.09,2086.533
2012,70,2,"1-WNH","SomeC",14392.67,72.9068,14,3,214.4063,35.73684,56.91503,0,197.563,120.8364,2511.125,5296.47,684.438,1364.138,656.6851,409.5428,230.3874,192.1749,15.39474,1753.157,562.8551
2012,70,2,"1-WNH","College",10468.14,77.96977,3,2,169.696,47.98948,52.84967,0,150.4755,91.38889,1564.875,4451.665,477.2787,599.8552,554.7154,250.6158,127.3194,123.0326,20.52632,1322.753,377.6116
2012,70,2,"2-BNH","LEHS",9273.293,30,2,1,87.78689,1,51.76119,0,162.8699,71.53846,2192.624,2793.014,568.0078,427.7661,390.4415,550.2297,363.3777,60,4,1015.909,500.1866
2012,70,2,"2-BNH","SomeC",2386.277,2,1,0,24.78688,2,10.14925,0,44.78924,9.197803,585.6519,754.5399,142.2578,101.6071,101.9887,151.542,79.17168,12,0,248.1065,115.6618
2012,70,2,"2-BNH","College",1322.429,8,1,0,13.42623,0,6.089552,0,19.34081,12.26374,287.7245,461.4457,75.73438,39.62679,53.56981,73.22835,30.45064,14,1,144.9841,80.1516
2012,70,2,"3-Hisp","LEHS",4747.61,25,0,0,57,5,20.8,0,111.6803,42.84,937.6685,1409.538,280.2202,163.5829,192.6422,346.8432,145.5062,204.735,3,614.0527,186.875
2012,70,2,"3-Hisp","SomeC",605.9262,3,0,0,7,3,4.16,0,10.2459,5.1,107.133,220.3672,30.45872,17.27273,22.66379,40.92545,13.32099,20.17094,0,72.18169,28.75
2012,70,2,"3-Hisp","College",358.4639,4,2,0,4,1,1.04,0,3.073771,3.06,60.19852,137.0948,21.3211,9.144385,23.69397,10.23136,7.17284,11.09402,0,46.7656,14.375
2012,70,2,"4-Others","LEHS",2053.714,16,0,0,36.57143,17.52381,11.57895,0,39.72414,23.76667,397.9761,646.4008,161.3122,97.71311,67.9,119.9777,50.66667,41,0,236.6459,91.6132
2012,70,2,"4-Others","SomeC",477.4859,4,0,0,6.857143,1.095238,5.263158,0,8.827586,5.166667,74.82385,176.0104,23.93665,18.2541,16.16667,35.58659,9.12,12,0,67.76204,11.03774
2012,70,2,"4-Others","College",632.8,4,0,0,12.57143,4.380952,3.157895,0,15.44828,2.066667,118.2,266.5888,44.75113,15.03279,12.93333,26.43575,16.21333,12,0,63.59207,14.34906
2012,75,1,"1-WNH","LEHS",71781.51,353.3021,10,3,1257.929,582.8581,200.0495,0,1278.946,484.1743,17604.55,20652.1,3179.812,7169.32,3984.859,2179.212,1407.233,626.1008,114.0829,8092.595,2604.562
2012,75,1,"1-WNH","SomeC",20012.22,105.0636,3,1,360.1329,174.9591,56.86687,0,336.8881,130.7475,4778.611,6092.949,924.6479,1529.306,1200.038,606.0712,351.2992,210.0665,35.58549,2430.925,683.3146
2012,75,1,"1-WNH","College",24167.27,124.6343,5,2,556.938,188.1828,71.08359,0,434.1658,194.0783,5648.84,7616.947,1095.54,1126.375,1660.103,584.7164,416.4677,241.8327,52.33161,3280.48,865.1232
2012,75,1,"2-BNH","LEHS",11059.54,49.10448,1,1.5,129.865,16,49,0,247.1564,74.38095,2923.784,3038.039,694.1097,577.2,645.7258,508.8037,369.4529,58.10126,23.85185,1047.722,604.8
2012,75,1,"2-BNH","SomeC",1791.735,10.44776,1,0,20.6135,7,5,0,27.22909,9.428572,482.2843,497.7867,99.15854,85.28,95.35597,88.35514,54.39169,13.98734,4.148148,202.4834,87.42857
2012,75,1,"2-BNH","College",1272.721,10.44776,0,1.5,17.52147,3,5,0,13.61455,4.190476,332.9318,357.1748,71.7317,39.52,82.91824,54.84112,45.15536,12.91139,0,156.7948,63.77143
2012,75,1,"3-Hisp","LEHS",6408.974,40.83333,1,0,96.81148,25,17.89474,0,153.6818,56.57143,1529.614,1754.91,374.7682,309.1643,337.784,398.0086,171.4732,133.12,9.777778,714.5279,285.4874
2012,75,1,"3-Hisp","SomeC",836.6266,4.083333,0,0,16.65574,4,1.052632,0,16.72727,5.238095,198.4757,242.2328,40.8267,33.19885,34.90777,58.04292,20.29268,10.4,0,117.372,32.65723
2012,75,1,"3-Hisp","College",672.4,4.083333,0,0,13.53279,7,1.052632,0,13.59091,4.190476,156.9101,224.8574,31.40515,17.63689,50.30825,26.9485,16.23415,12.48,1.222222,73.10011,16.85535
2012,75,1,"4-Others","LEHS",2376.274,11.15385,.3333333,0,41.35294,10.95238,5.833333,0,74.0813,28.91803,599.7541,687.3826,138.0228,161.0667,91.91275,125.2941,38.35366,32.44898,5.714286,240.1277,85.71429
2012,75,1,"4-Others","SomeC",668.4271,2.230769,.3333333,0,9.794118,1.095238,0,0,15.47967,13.42623,170.4098,198.0243,54.37262,32,18.8255,28.19118,16.58537,5.408163,0,75.82979,25.71428
2012,75,1,"4-Others","College",1376.299,15.61539,.3333333,0,22.85294,10.95238,1.166667,0,46.43903,20.65574,309.8361,439.5931,82.60456,30.93333,54.26175,59.51471,30.06098,15.14286,2.285714,179.0426,53.57143
2012,75,2,"1-WNH","LEHS",74382.16,262.766,14,3,1280.65,91.35761,257.9395,0,1409.042,615.1681,15397.58,19818.8,4256.12,7943.771,6616.599,2127.545,1402.999,655.9785,34,8999.385,3200.422
2012,75,2,"1-WNH","SomeC",16992.42,65.69149,8,0,328.7882,26.68874,51.58789,0,248.7141,137.2689,3094.781,5161.716,961.9094,1637.87,1567.437,421.4469,269.8076,167.7849,14,2143.387,683.3279
2012,75,2,"1-WNH","College",12378.42,51.54255,5,0,244.5616,36.95364,41.47262,0,217.2442,94.56303,2108.644,4072.481,742.9711,779.3583,1242.964,262.0079,179.193,116.2366,12,1694.229,474.2499
2012,75,2,"2-BNH","LEHS",10723.52,21.80769,2.666667,1,97.24409,3,47,0,191.3307,65.8,2627.455,2647.105,758.6567,439.0666,833.0154,649.4922,415.5649,49.81667,6,1250.587,617.6688
2012,75,2,"2-BNH","SomeC",2227.828,3.115385,1.333333,0,19.44882,2,9,0,41.59362,19.84444,558.3597,625.1093,152.5449,89.23293,168.4406,117.1552,77.14695,3.05,1,233.2121,106.0026
2012,75,2,"2-BNH","College",1508.648,2.076923,0,0,13.30709,0,10,0,28.0757,8.355556,353.1855,420.7856,107.7984,50.70053,124.544,87.35258,46.28817,8.133333,0,177.2005,70.32863
2012,75,2,"3-Hisp","LEHS",6371.083,38,0,0,81.3913,4,29.85294,0,142.2632,69.82609,1389.915,1548.656,418.4517,245.3965,493.0123,458.1191,167.5652,169.4837,2,810.3185,303.1758
2012,75,2,"3-Hisp","SomeC",630.445,1,0,0,10.43478,1,4.117647,0,9.414474,3.173913,141.87,173.5475,36.83193,23.32281,59.32513,23.51951,12.26087,15.40761,1,93.6963,20.48485
2012,75,2,"3-Hisp","College",427.4725,2,0,0,4.173913,1,1.029412,0,7.322369,0,81.21542,136.7963,31.71639,20.2807,29.66257,16.3614,8.173913,4.108696,0,68.98518,14.33939
2012,75,2,"4-Others","LEHS",2763.837,13.56522,0,0,45.18182,7,8.666667,0,65.4382,32.74419,589.8937,789.8102,239.1136,108.6328,156.4571,149.883,62.72093,40.81482,1,330.8126,121.9871
2012,75,2,"4-Others","SomeC",483.4884,4.173913,0,0,10.75758,1,3.25,0,10.22472,3.069767,109.0827,134.7445,38.63407,13.71094,32.77143,20.53192,8.651163,10.74074,0,64.70152,17.87742
2012,75,2,"4-Others","College",622.6744,6.26087,0,0,15.06061,1,1.083333,0,15.33708,8.186047,108.0236,211.4453,53.25237,12.65625,32.77143,22.58511,21.62791,6.444445,0,83.48584,23.13548
2012,80,1,"1-WNH","LEHS",245351.5,761.0909,4,2,5508.273,1051.734,586.7458,0,7239.252,1608.121,72565.95,43724.15,12897.78,18046.66,29670.07,5908.574,5941.721,718.773,129.5573,26986.46,12008.85
2012,80,1,"1-WNH","SomeC",60607.92,176.8088,3,0,1498.38,256.0742,120.592,0,1673.329,418.0911,17659.14,11446.83,3242.702,3624.583,7473.342,1351.867,1339.194,212.7813,20.72917,7179.566,2909.388
2012,80,1,"1-WNH","College",93173.55,258.1003,5,2,2634.347,389.1922,201.6622,0,2642.418,660.7878,26173.91,17532.02,5216.521,4121.756,12772.58,1765.559,1920.085,306.4457,48.71354,11993.98,4521.758
2012,80,1,"2-BNH","LEHS",23670.87,54.84375,1,1,294.457,29.51351,91.78846,0,667.0336,143.3939,6329.474,5012.277,1376.822,1129.48,2913.009,894.5525,815.7518,47,18,2349.092,1503.194
2012,80,1,"2-BNH","SomeC",3077.181,6.09375,0,0,42.21236,5.27027,6.403846,0,72.0271,16.38788,785.6353,705.1883,175.6989,129.8851,391.6563,122.5414,97.84901,8,2,338.6822,170.8411
2012,80,1,"2-BNH","College",2749.954,4.0625,1,0,46.33065,4.216216,12.80769,0,69.93935,9.218182,761.8907,563.5347,167.4791,96.63448,356.3346,91.90607,82.39917,7,2,324.2263,148.9651
2012,80,1,"3-Hisp","LEHS",17369.15,53.65079,0,1,353.8256,40.56,53.42857,0,564.7328,135.8599,4851.945,3123.515,1049.641,891.5059,2134.077,757.5594,424.0364,139.2575,8,1907.001,879.2515
2012,80,1,"3-Hisp","SomeC",1892.891,5.15873,1,1,36.92093,6.24,5.238095,0,66.98473,13.0828,545.6375,359.0716,104.5541,88.4308,225.2924,75.85844,47.11515,17.40719,1,216.1406,76.76817
2012,80,1,"3-Hisp","College",1931.962,6.190476,1,0,50.25349,5.2,7.333333,0,43.28244,9.057324,538.4174,376.4132,114.8045,75.06335,266.6305,64.58219,35.84848,14.33533,0,237.8581,85.98035
2012,80,1,"4-Others","LEHS",7554.87,18.0303,0,0,161.7148,24.28572,23.95652,0,392.4805,65.75758,2061.6,1378.79,531.993,503.1178,738.3461,280.5753,189.9355,35.94643,6.428571,748.0285,395.4604
2012,80,1,"4-Others","SomeC",1488.603,4.242424,0,0,39.64621,3.642857,1.26087,0,60.54221,8.484848,406.6022,298.7549,110.5711,87.13793,146.4231,51.68493,35.09678,7.625,0,155.271,70.58086
2012,80,1,"4-Others","College",3491.527,12.72727,0,0,87.63899,6.071429,3.782609,0,189.9773,30.75758,949.7974,672.4552,252.4359,131.7442,357.2308,129.7397,62.96774,17.42857,2.571429,420.7005,162.9587
2012,80,2,"1-WNH","LEHS",428401.8,660.2094,22,2,9475.941,142.4138,1156.847,0,11407.21,3107.914,120066,52576.45,30880.35,25101.07,85487.98,8724.377,8016.857,1054.828,51.61446,46238.8,24234.53
2012,80,2,"1-WNH","SomeC",91529.61,166.5759,4,1,2318.192,32.55172,256.5139,0,2236.868,683.5768,23820.14,12624.8,6995.165,5364.439,18613.67,1543.544,1380.782,212.5931,14.16867,10302.45,4955.793
2012,80,2,"1-WNH","College",70884.63,143.2147,3,4,1784.866,61.03448,192.6389,0,1836.919,486.5096,18168.9,10049.75,5521.484,3523.491,14786.35,1032.08,1002.361,152.5788,18.21687,8198.75,3915.676
2012,80,2,"2-BNH","LEHS",42259.71,46,1,0,339.219,2,171.0144,0,1022.087,225.1268,11952.64,5472.351,3214.468,1250.923,7916.225,1904.7,1415.341,68.27586,7.5,4331.788,2921.578
2012,80,2,"2-BNH","SomeC",6197.201,5,0,0,66.614,0,24.57692,0,138.2582,37.52113,1686.802,995.1579,470.635,192.4497,1120.982,234.5033,194.7247,14.48276,1.25,632.4452,379.9084
2012,80,2,"2-BNH","College",4683.083,9,0,0,48.16704,0,17.40865,0,112.6549,25.35211,1245.559,724.4912,359.8973,113.6272,908.7926,161.7971,120.9343,7.241379,1.25,522.7667,303.5137
2012,80,2,"3-Hisp","LEHS",26753.86,44.86274,1,0,459.3412,5,86.7347,0,780.048,195.3271,7322.415,3570.666,1944.176,1155.211,4842.919,1240.791,556.9882,231.5349,2,2859.611,1455.657
2012,80,2,"3-Hisp","SomeC",1984.307,5.098039,0,0,29.34118,2,7.142857,0,37.97602,15.42056,493.3578,302.737,165.4184,82.66088,393.3336,69.32932,31.05882,19.29457,0,238.9818,90.6566
2012,80,2,"3-Hisp","College",1744.839,2.039216,0,0,27.31765,0,6.122449,0,37.97602,9.252337,448.2274,242.5973,116.4055,56.12776,410.7468,45.8797,27.95294,11.17054,0,211.407,91.68679
2012,80,2,"4-Others","LEHS",13082.55,27.77143,2,0,257.2061,7,36.52174,0,599.3767,89.74359,3519.808,1883.95,1128.685,443.2369,2105.089,515.0567,308.1947,74.21687,1,1344.416,740.1183
2012,80,2,"4-Others","SomeC",1794.148,1.028571,0,0,44.45538,1,3.130435,0,68.55956,17.09402,424.9858,305.3655,141.6062,58.40298,303.1161,67.63371,36.19737,6.361446,0,216.6061,98.18974
2012,80,2,"4-Others","College",2123.302,7.2,0,0,42.33846,0,8.347826,0,82.06371,18.16239,571.2062,373.6846,194.7086,57.36007,318.7946,59.30956,48.60789,7.421687,0,225.9784,107.692
2013,18,1,"1-WNH","LEHS",6589.315,1716.438,931.8484,23,702.8399,1458.687,388.1301,0,48.33898,28.75676,181.3284,192.6804,28,13,4,32,12,10,3,600.456,216.3703
2013,18,1,"1-WNH","SomeC",2919.074,733.0308,460.8926,10,378.9921,728.8411,96.78049,0,12.61017,7.189189,71.52399,134.1701,8,8,0,20,2,3,2,145.288,95.48734
2013,18,1,"1-WNH","College",379.6106,96.53081,41.25895,2,64.16798,89.47152,11.08943,0,1.050847,2.054054,20.1476,17.14956,2,2,0,2,1,2,0,16.256,9.142406
2013,18,1,"2-BNH","LEHS",3292.846,384.7007,51.68,3,149.4231,229.5577,1841.304,0,13,13,100.5128,70.4375,12.70588,31,0,28,6,1,1,212.9434,142.7357
2013,18,1,"2-BNH","SomeC",884.6752,150.2737,23.30667,0,52.5,119.3296,327.6556,0,1,4,53.33333,27.5625,5.294117,10,0,15,3,0,0,51.96227,41.21244
2013,18,1,"2-BNH","College",63.47897,14.02555,1.013333,0,8.076923,10.11268,8.040627,0,0,0,6.153846,0,0,1,0,0,0,0,0,5.09434,10.05181
2013,18,1,"3-Hisp","LEHS",2406.979,676.9231,136.2584,15,206.5709,314.0098,578.3657,0,9,11,53.73611,117,8,6,0,8,5,7.875,3,161.5842,89.67619
2013,18,1,"3-Hisp","SomeC",572.6566,192.9736,43.72472,2,52.39847,97.87317,54.60095,0,1,1,19.26389,44,4,3,0,0,1,1.125,0,37.36634,17.32381
2013,18,1,"3-Hisp","College",31.36458,10.10333,1.016854,0,4.030652,6.117073,3.033386,0,0,0,0,2,0,0,0,0,0,0,0,5.049505,0
2013,18,1,"4-Others","LEHS",470.4037,111.7838,18,5,36.06061,134.6389,54.4,0,2,2,11.2,24.44444,2,2,0,4,2,1,4,38.16327,18
2013,18,1,"4-Others","SomeC",273.9713,67.07027,17,3,32.87879,72.97222,9.415384,0,2,0,13.44,26.48148,1,2,0,0,1,1,1,10.10204,13
2013,18,1,"4-Others","College",49.625,9.145946,4,1,1.060606,14.38889,4.184616,0,0,0,3.36,4.074074,0,0,0,0,0,0,0,6.734694,2
2013,18,2,"1-WNH","LEHS",2338.434,545.6755,319.3222,7,231,279.5525,111.2155,0,28.77778,20,87,142.5182,14,13,0,22,14,4,1,351.4195,148.6071
2013,18,2,"1-WNH","SomeC",1277.981,365.1212,149.6195,4,125,187.3703,67.74033,0,7.194445,7,44,106.3869,8,4,0,9,1,6,1,118.1674,66.16071
2013,18,2,"1-WNH","College",225.5853,66.20329,14.05821,2,27,39.07723,4.044199,0,1.027778,0,10,26.09489,2,0,0,3,0,2,0,15.41314,13.23214
2013,18,2,"2-BNH","LEHS",823.9805,131.5696,23.69697,2,50.80645,42,151.7191,0,8,3,53,49,7,13,0,15,5.833333,1,0,155.0864,112.732
2013,18,2,"2-BNH","SomeC",366.6613,87.37826,10.30303,0,10.16129,28,57.27143,0,3,7,27,26,3,5,0,7,0,0,0,59.80455,35.22876
